3,4,10,220,U,1,53
4,4,10,220,S,1,9,1,0,0,0
5,4,10,220,S,1,30,0,0,1,1
6,4,10,220,S,1,38,1,1,0,1
7,4,10,220,S,1,6,0,0,0,0
8,4,10,220,U,1,36
9,4,10,220,U,1,37
10,4,10,220,U,1,36
11,4,10,220,S,1,21,0,0,1,0
12,4,10,220,S,1,11,1,0,0,0
13,8,16,232,S,1,238,1,0,0,0,1,0,1,0
14,8,16,232,S,1,640,0,1,0,0,1,1,1,1
15,8,16,232,U,1,837
16,8,16,232,U,1,635
17,8,16,232,S,1,148,1,0,0,0,0,0,1,0
18,8,16,232,U,1,657
19,8,16,232,S,1,269,0,1,0,0,0,1,1,0
20,8,16,232,S,1,575,1,0,1,0,1,1,1,1
21,8,16,232,U,1,655
22,8,16,232,S,1,290,1,1,1,0,1,0,1,0
23,12,24,248,U,1,9530
24,12,24,248,U,1,8557
25,12,24,248,S,1,535,1,0,1,1,0,0,1,1,0,0,0,0
26,12,24,248,U,1,9816
27,12,24,248,U,1,8217
28,12,24,248,S,1,9959,1,0,1,0,1,0,0,0,0,1,1,1
29,12,24,248,U,1,10015
30,12,24,248,S,1,5096,0,0,1,1,0,1,1,1,1,1,1,0
31,12,24,248,U,1,10546
32,12,24,248,S,1,3482,1,0,1,0,1,0,1,0,0,0,1,0
cnffile,TheBoss,30,16,14,30,30
